Num,Subject IDs,Time,Duration,Source,Source Details,IP,NodeId,Node,Info_Q1,Info_Q2,Info_Q3,Info_Q4,Info_Q5,Info_Q6,Info_Q7,NodeId,Node,Que_Q2,Que_Q3,Que_Q4,Que_Q5,Que_Q6,Que_Q7,Que_Q8,Que_Q9,Que_Q10,Que_Q11,Que_Q12,Que_Q13,Que_Q14,NodeId,Node,Que_Q2,Que_Q3,Que_Q4,Que_Q5,Que_Q6,Que_Q7,Que_Q8,Que_Q9,Que_Q10,Que_Q11,Que_Q12,Que_Q13,Que_Q14,Que_Q15,Que_Q16,Que_Q17,NodeId,Node,Que_Q2_1,Que_Q3_1,Que_Q4_1,Que_Q5_1,NodeId,Node,Que_Q2_item1,Que_Q2_item2,Que_Q3_item1,Que_Q3_item2,Que_Q4_item1,Que_Q4_item2,Que_Q5_item1,Que_Q5_item2
序号,被试者记录ID,提交答卷时间,所用时间,来源,来源详情,IP,节点id,节点名称,1、您的年龄是多少？,2、您的性别是？,3、您完成的最高学历是什么？,4、您目前的职业是什么？,5、您的家庭年收入是多少？,6、您的婚姻状况是？,7、您有几个孩子？,节点id,节点名称,2、请问您在参与本次实验过程中的情绪如何？&nbsp;,3、请问您觉得此图片的拍摄质量如何？,4、请问您觉得此图片的拍摄质量如何？,5、请问您觉得此图片的拍摄质量如何？,6、请问您觉得此图片的拍摄质量如何？,7、请问您觉得此图片的拍摄质量如何？,8、请问您觉得此图片的拍摄质量如何？,9、请问您觉得此图片的拍摄质量如何？,10、请问您觉得此图片的拍摄质量如何？,吸引力1,吸引力2,吸引力3,吸引力4,节点id,节点名称,2、,3、,4、,5、,6、,7、,8、,9、,10、,11、,12、,13、,14、,15、,16、,17、,节点id,节点名称,2、对于一块蛋糕，您愿意支付的最高金额是多少？请选择在10-50元之间。:价格,3、对于一个甜甜圈，您愿意支付的最高金额是多少？请选择在10-50元之间。:价格,4、对于一个三明治，您愿意支付的最高金额是多少？请选择在10-50元之间。:价格,5、对于一杯啤酒，您愿意支付的最高金额是多少？请选择在10-50元之间。:价格,节点id,节点名称,1、图片1(数值需在10-50之间),2、图片2(数值需在10-50之间),1、图片1(数值需在10-50之间),2、图片2(数值需在10-50之间),1、图片1(数值需在10-50之间),2、图片2(数值需在10-50之间),1、图片1(数值需在10-50之间),2、图片2(数值需在10-50之间)
95,***,***,***,***,***,***,"	865248532553146371",个人信息,18-24岁,男,学士学位,学生,￥50000到￥100000,单身从未结婚,无,"	865248533438144513",其他测试,中立,中质量,低质量,中质量,低质量,高质量,高质量,中质量,中质量,图片1,图片2,图片2,图片2,"	865248534461554690",记忆测试,见过,未见过,见过,未见过,未见过,见过,见过,见过,见过,见过,见过,见过,见过,见过,见过,见过,"	865248535963115521",支付意愿评估,20,12,11,11,"	865248536340602882",图片展示和支付意愿,12,25,11,15,22,14,24,18
96,***,***,***,***,***,***,"	865248532553146371",个人信息,25-34岁,女,高中毕业或同等学历,全职工作,￥50000到￥100000,已婚,2个,"	865248533438144513",其他测试,中立,中质量,低质量,中质量,低质量,高质量,中质量,中质量,高质量,图片2,图片2,图片2,图片2,"	865248534461554690",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,见过,见过,见过,见过,未见过,见过,见过,"	865248535963115521",支付意愿评估,49,25,18,27,"	865248536340602882",图片展示和支付意愿,30,50,50,20,20,10,26,15
97,***,***,***,***,***,***,"	865248532553146371",个人信息,25-34岁,女,高中毕业或同等学历,自由职业,￥100000到￥200000,已婚,1个,"	865248533438144513",其他测试,非常正面,中质量,低质量,低质量,低质量,中质量,中质量,低质量,低质量,图片2,图片2,图片2,图片2,"	865248534461554690",记忆测试,见过,未见过,未见过,见过,未见过,未见过,未见过,未见过,见过,见过,见过,见过,见过,未见过,见过,见过,"	865248535963115521",支付意愿评估,25,10,12,15,"	865248536340602882",图片展示和支付意愿,20,15,18,15,20,15,25,12
98,***,***,***,***,***,***,"	865248532553146371",个人信息,25-34岁,男,学士学位,全职工作,￥200000到￥500000,单身从未结婚,无,"	865248533438144513",其他测试,正面,低质量,中质量,高质量,中质量,高质量,中质量,中质量,高质量,图片2,图片2,图片2,无区别,"	865248534461554690",记忆测试,见过,未见过,见过,见过,未见过,见过,见过,见过,见过,见过,见过,未见过,见过,未见过,见过,见过,"	865248535963115521",支付意愿评估,21,17,21,18,"	865248536340602882",图片展示和支付意愿,30,20,15,20,10,25,15,15
99,***,***,***,***,***,***,"	865248532553146371",个人信息,18-24岁,女,学士学位,学生,￥200000到￥500000,单身从未结婚,无,"	865248533438144513",其他测试,非常正面,中质量,中质量,中质量,低质量,高质量,高质量,低质量,低质量,图片1,图片2,图片2,图片2,"	865248534461554690",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,见过,见过,见过,见过,未见过,见过,见过,"	865248535963115521",支付意愿评估,50,19,25,35,"	865248536340602882",图片展示和支付意愿,35,28,35,22,35,32,18,15
100,***,***,***,***,***,***,"	865248532553146371",个人信息,-999,-999,-999,-999,-999,-999,-999,"	865248533438144513",其他测试,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"	865248534461554690",记忆测试,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"	865248535963115521",支付意愿评估,40,32,30,20,"	865248536340602882",图片展示和支付意愿,-999,-999,-999,-999,-999,-999,-999,-999
101,***,***,***,***,***,***,"	865248532553146371",个人信息,18-24岁,女,高中毕业或同等学历,学生,￥50000到￥100000,单身从未结婚,无,"	865248533438144513",其他测试,正面,中质量,低质量,低质量,中质量,高质量,高质量,低质量,中质量,图片2,图片2,图片2,图片2,"	865248534461554690",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,见过,见过,见过,见过,未见过,见过,见过,"	865248535963115521",支付意愿评估,20,30,25,20,"	865248536340602882",图片展示和支付意愿,40,20,30,20,30,20,30,15
102,***,***,***,***,***,***,"	865248532553146371",个人信息,18-24岁,女,学士学位,自由职业,￥500000到￥1000000,已婚,3个,"	865248533438144513",其他测试,正面,高质量,高质量,低质量,高质量,低质量,低质量,低质量,低质量,无区别,图片1,图片1,图片2,"	865248534461554690",记忆测试,见过,未见过,见过,见过,未见过,未见过,未见过,见过,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,"	865248535963115521",支付意愿评估,32,28,25,29,"	865248536340602882",图片展示和支付意愿,10,20,50,40,25,50,10,50
103,***,***,***,***,***,***,"	865248532553146371",个人信息,25-34岁,女,高中以下,全职工作,￥50000到￥100000,已婚,1个,"	865248533438144513",其他测试,正面,中质量,中质量,高质量,中质量,高质量,中质量,中质量,高质量,图片2,图片1,图片1,图片2,"	865248534461554690",记忆测试,见过,见过,见过,未见过,见过,见过,见过,见过,见过,见过,见过,见过,见过,未见过,未见过,未见过,"	865248535963115521",支付意愿评估,38,26,34,41,"	865248536340602882",图片展示和支付意愿,30,20,40,25,20,30,10,15
104,***,***,***,***,***,***,"	865248532553146371",个人信息,18-24岁,女,高中毕业或同等学历,学生,少于￥50000,单身从未结婚,无,"	865248533438144513",其他测试,非常正面,中质量,低质量,中质量,低质量,中质量,低质量,中质量,中质量,图片2,图片1,无区别,无区别,"	865248534461554690",记忆测试,见过,未见过,见过,未见过,见过,见过,见过,见过,见过,见过,见过,未见过,见过,未见过,未见过,见过,"	865248535963115521",支付意愿评估,25,14,15,10,"	865248536340602882",图片展示和支付意愿,15,10,25,10,15,10,17,22
105,***,***,***,***,***,***,"	865248532553146371",个人信息,25-34岁,男,高中毕业或同等学历,全职工作,￥50000到￥100000,已婚,2个,"	865248533438144513",其他测试,中立,中质量,低质量,中质量,低质量,高质量,中质量,中质量,高质量,图片2,图片2,图片2,图片2,"	865248534461554690",记忆测试,见过,未见过,未见过,未见过,未见过,见过,未见过,未见过,见过,见过,见过,见过,见过,未见过,见过,见过,"	865248535963115521",支付意愿评估,25,30,40,15,"	865248536340602882",图片展示和支付意愿,20,15,30,20,30,20,35,25
106,***,***,***,***,***,***,"	865248532553146371",个人信息,25-34岁,男,学士学位,全职工作,￥200000到￥500000,单身从未结婚,无,"	865248533438144513",其他测试,中立,中质量,低质量,高质量,低质量,中质量,中质量,低质量,低质量,图片1,图片2,图片2,图片2,"	865248534461554690",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,见过,见过,见过,见过,未见过,见过,见过,"	865248535963115521",支付意愿评估,15,19,15,35,"	865248536340602882",图片展示和支付意愿,20,25,20,10,25,10,15,10
107,***,***,***,***,***,***,"	865248532553146371",个人信息,18-24岁,女,高中毕业或同等学历,自由职业,￥50000到￥100000,单身从未结婚,无,"	865248533438144513",其他测试,正面,中质量,中质量,高质量,中质量,低质量,中质量,中质量,中质量,图片1,无区别,图片2,无区别,"	865248534461554690",记忆测试,见过,见过,见过,见过,未见过,未见过,见过,未见过,见过,见过,见过,未见过,见过,未见过,见过,未见过,"	865248535963115521",支付意愿评估,24,32,32,30,"	865248536340602882",图片展示和支付意愿,20,40,5,10,20,25,10,10
108,***,***,***,***,***,***,"	865248532553146371",个人信息,25-34岁,女,高中毕业或同等学历,全职工作,￥100000到￥200000,单身从未结婚,无,"	865248533438144513",其他测试,正面,中质量,高质量,中质量,低质量,低质量,高质量,高质量,高质量,图片1,图片1,图片2,图片2,"	865248534461554690",记忆测试,见过,未见过,见过,见过,见过,见过,见过,见过,见过,见过,见过,未见过,未见过,未见过,见过,见过,"	865248535963115521",支付意愿评估,48,16,13,10,"	865248536340602882",图片展示和支付意愿,10,15,12,15,15,20,16,15
109,***,***,***,***,***,***,"	865248532553146371",个人信息,25-34岁,男,学士学位,学生,￥500000到￥1000000,单身从未结婚,无,"	865248533438144513",其他测试,中立,中质量,低质量,中质量,中质量,中质量,高质量,中质量,中质量,图片2,图片2,图片2,无区别,"	865248534461554690",记忆测试,见过,见过,见过,见过,见过,见过,见过,见过,见过,见过,见过,见过,见过,见过,见过,未见过,"	865248535963115521",支付意愿评估,50,50,24,50,"	865248536340602882",图片展示和支付意愿,30,20,25,10,20,25,15,15
110,***,***,***,***,***,***,"	865248532553146371",个人信息,25-34岁,男,学士学位,全职工作,￥100000到￥200000,单身从未结婚,无,"	865248533438144513",其他测试,中立,中质量,低质量,高质量,低质量,中质量,中质量,低质量,中质量,图片1,图片2,图片2,图片2,"	865248534461554690",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,见过,见过,见过,见过,未见过,见过,见过,"	865248535963115521",支付意愿评估,25,25,15,40,"	865248536340602882",图片展示和支付意愿,10,20,20,10,20,10,25,10
111,***,***,***,***,***,***,"	865248532553146371",个人信息,25-34岁,男,学士学位,全职工作,￥100000到￥200000,单身从未结婚,无,"	865248533438144513",其他测试,中立,低质量,低质量,低质量,低质量,中质量,低质量,高质量,中质量,图片1,图片2,图片1,无区别,"	865248534461554690",记忆测试,见过,未见过,见过,见过,见过,见过,未见过,见过,见过,见过,见过,见过,见过,未见过,未见过,见过,"	865248535963115521",支付意愿评估,28,21,36,28,"	865248536340602882",图片展示和支付意愿,26,30,35,15,15,26,22,18
112,***,***,***,***,***,***,"	865248532553146371",个人信息,18-24岁,男,学士学位,学生,￥50000到￥100000,单身从未结婚,无,"	865248533438144513",其他测试,中立,中质量,低质量,高质量,低质量,中质量,高质量,高质量,高质量,图片2,图片2,图片1,图片2,"	865248534461554690",记忆测试,未见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,见过,见过,见过,见过,未见过,见过,见过,"	865248535963115521",支付意愿评估,21,17,15,18,"	865248536340602882",图片展示和支付意愿,35,20,20,10,10,25,10,5
113,***,***,***,***,***,***,"	865248532553146371",个人信息,-999,-999,-999,-999,-999,-999,-999,"	865248533438144513",其他测试,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"	865248534461554690",记忆测试,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"	865248535963115521",支付意愿评估,-999,-999,-999,-999,"	865248536340602882",图片展示和支付意愿,-999,-999,-999,-999,-999,-999,-999,-999
114,***,***,***,***,***,***,"	865248532553146371",个人信息,-999,-999,-999,-999,-999,-999,-999,"	865248533438144513",其他测试,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"	865248534461554690",记忆测试,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"	865248535963115521",支付意愿评估,-999,-999,-999,-999,"	865248536340602882",图片展示和支付意愿,-999,-999,-999,-999,-999,-999,-999,-999
115,***,***,***,***,***,***,"	865248532553146371",个人信息,18-24岁,女,高中毕业或同等学历,学生,￥100000到￥200000,单身从未结婚,无,"	865248533438144513",其他测试,正面,中质量,低质量,高质量,低质量,中质量,中质量,中质量,高质量,无区别,图片2,图片2,图片2,"	865248534461554690",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,见过,见过,见过,见过,未见过,见过,见过,"	865248535963115521",支付意愿评估,35,25,18,38,"	865248536340602882",图片展示和支付意愿,30,35,35,20,30,40,10,5
116,***,***,***,***,***,***,"	865248532553146371",个人信息,25-34岁,男,学士学位,全职工作,￥200000到￥500000,单身从未结婚,无,"	865248533438144513",其他测试,非常正面,高质量,高质量,中质量,中质量,高质量,高质量,高质量,中质量,图片2,图片2,图片2,图片2,"	865248534461554690",记忆测试,见过,见过,见过,见过,见过,见过,见过,见过,见过,见过,见过,见过,见过,见过,见过,见过,"	865248535963115521",支付意愿评估,25,20,24,15,"	865248536340602882",图片展示和支付意愿,20,15,20,20,20,30,25,20
117,***,***,***,***,***,***,"	865248532553146371",个人信息,25-34岁,男,高中以下,全职工作,￥50000到￥100000,已婚,3个,"	865248533438144513",其他测试,中立,低质量,低质量,中质量,低质量,中质量,中质量,中质量,低质量,无区别,图片2,图片2,无区别,"	865248534461554690",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,见过,见过,见过,见过,未见过,见过,见过,"	865248535963115521",支付意愿评估,10,10,10,15,"	865248536340602882",图片展示和支付意愿,10,10,12,10,15,20,10,10
118,***,***,***,***,***,***,"	865248532553146371",个人信息,-999,-999,-999,-999,-999,-999,-999,"	865248533438144513",其他测试,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"	865248534461554690",记忆测试,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"	865248535963115521",支付意愿评估,40,20,30,25,"	865248536340602882",图片展示和支付意愿,30,20,35,10,20,35,20,10
119,***,***,***,***,***,***,"	865248532553146371",个人信息,25-34岁,女,学士学位,全职工作,￥100000到￥200000,单身从未结婚,无,"	865248533438144513",其他测试,中立,中质量,中质量,中质量,低质量,低质量,中质量,中质量,中质量,图片1,图片2,图片1,图片2,"	865248534461554690",记忆测试,未见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,未见过,未见过,未见过,未见过,未见过,见过,"	865248535963115521",支付意愿评估,50,20,50,50,"	865248536340602882",图片展示和支付意愿,30,50,40,20,30,50,20,10
120,***,***,***,***,***,***,"	865248532553146371",个人信息,35-44岁,男,学士学位,全职工作,￥100000到￥200000,已婚,1个,"	865248533438144513",其他测试,中立,中质量,低质量,低质量,中质量,高质量,低质量,低质量,中质量,图片2,图片2,图片2,图片2,"	865248534461554690",记忆测试,见过,见过,未见过,见过,见过,见过,见过,未见过,未见过,见过,未见过,见过,见过,见过,见过,见过,"	865248535963115521",支付意愿评估,15,10,15,10,"	865248536340602882",图片展示和支付意愿,15,10,10,10,12,10,10,10
121,***,***,***,***,***,***,"	865248532553146371",个人信息,18-24岁,男,学士学位,学生,少于￥50000,单身从未结婚,无,"	865248533438144513",其他测试,非常正面,中质量,低质量,中质量,低质量,低质量,中质量,高质量,高质量,无区别,图片2,图片2,图片1,"	865248534461554690",记忆测试,见过,见过,见过,见过,见过,见过,见过,见过,见过,见过,见过,见过,见过,见过,见过,见过,"	865248535963115521",支付意愿评估,50,19,30,50,"	865248536340602882",图片展示和支付意愿,30,50,25,20,30,20,20,20
122,***,***,***,***,***,***,"	865248532553146371",个人信息,18-24岁,男,学士学位,全职工作,少于￥50000,单身从未结婚,无,"	865248533438144513",其他测试,正面,低质量,低质量,中质量,低质量,高质量,中质量,高质量,低质量,图片2,图片2,图片1,无区别,"	865248534461554690",记忆测试,见过,见过,未见过,未见过,见过,见过,见过,未见过,见过,见过,未见过,未见过,见过,未见过,见过,未见过,"	865248535963115521",支付意愿评估,36,19,13,20,"	865248536340602882",图片展示和支付意愿,35,25,50,10,20,35,10,10
123,***,***,***,***,***,***,"	865248532553146371",个人信息,-999,-999,-999,-999,-999,-999,-999,"	865248533438144513",其他测试,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"	865248534461554690",记忆测试,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"	865248535963115521",支付意愿评估,-999,-999,-999,-999,"	865248536340602882",图片展示和支付意愿,-999,-999,-999,-999,-999,-999,-999,-999
124,***,***,***,***,***,***,"	865248532553146371",个人信息,18-24岁,男,高中以下,全职工作,少于￥50000,单身从未结婚,无,"	865248533438144513",其他测试,中立,低质量,高质量,低质量,中质量,中质量,高质量,低质量,低质量,无区别,图片1,图片2,图片2,"	865248534461554690",记忆测试,未见过,见过,见过,未见过,见过,未见过,见过,未见过,未见过,见过,未见过,见过,未见过,见过,见过,未见过,"	865248535963115521",支付意愿评估,40,10,12,10,"	865248536340602882",图片展示和支付意愿,20,30,20,20,20,10,10,10
125,***,***,***,***,***,***,"	865248532553146371",个人信息,25-34岁,男,高中毕业或同等学历,全职工作,￥100000到￥200000,单身从未结婚,无,"	865248533438144513",其他测试,正面,中质量,中质量,低质量,低质量,中质量,高质量,高质量,低质量,无区别,图片2,图片2,无区别,"	865248534461554690",记忆测试,见过,见过,未见过,未见过,未见过,见过,未见过,未见过,见过,见过,见过,见过,见过,未见过,见过,见过,"	865248535963115521",支付意愿评估,20,10,10,18,"	865248536340602882",图片展示和支付意愿,16,12,18,10,14,10,10,10
126,***,***,***,***,***,***,"	865248532553146371",个人信息,25-34岁,男,学士学位,全职工作,￥100000到￥200000,单身从未结婚,无,"	865248533438144513",其他测试,中立,中质量,低质量,中质量,低质量,高质量,高质量,高质量,中质量,图片2,图片2,图片1,图片2,"	865248534461554690",记忆测试,见过,见过,见过,见过,见过,见过,见过,未见过,未见过,见过,见过,见过,见过,未见过,见过,未见过,"	865248535963115521",支付意愿评估,35,21,35,35,"	865248536340602882",图片展示和支付意愿,30,25,40,10,20,35,20,10
127,***,***,***,***,***,***,"	865248532553146371",个人信息,-999,-999,-999,-999,-999,-999,-999,"	865248533438144513",其他测试,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"	865248534461554690",记忆测试,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"	865248535963115521",支付意愿评估,10,10,10,15,"	865248536340602882",图片展示和支付意愿,13,10,20,17,12,15,20,13
128,***,***,***,***,***,***,"	865248532553146371",个人信息,18-24岁,女,硕士学位,学生,少于￥50000,单身从未结婚,无,"	865248533438144513",其他测试,中立,低质量,低质量,中质量,低质量,中质量,中质量,低质量,中质量,图片1,图片2,图片2,无区别,"	865248534461554690",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,见过,见过,见过,见过,未见过,见过,见过,"	865248535963115521",支付意愿评估,50,25,10,10,"	865248536340602882",图片展示和支付意愿,10,15,12,10,15,10,15,10
129,***,***,***,***,***,***,"	865248532553146371",个人信息,25-34岁,女,学士学位,失业,￥500000到￥1000000,已婚,1个,"	865248533438144513",其他测试,中立,低质量,中质量,中质量,低质量,低质量,低质量,中质量,中质量,图片1,无区别,图片1,无区别,"	865248534461554690",记忆测试,见过,未见过,见过,见过,见过,见过,见过,见过,见过,见过,未见过,未见过,见过,未见过,见过,未见过,"	865248535963115521",支付意愿评估,36,10,16,25,"	865248536340602882",图片展示和支付意愿,10,20,15,10,10,15,10,10
130,***,***,***,***,***,***,"	865248532553146371",个人信息,-999,-999,-999,-999,-999,-999,-999,"	865248533438144513",其他测试,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"	865248534461554690",记忆测试,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"	865248535963115521",支付意愿评估,50,20,26,24,"	865248536340602882",图片展示和支付意愿,-999,-999,-999,-999,-999,-999,-999,-999
131,***,***,***,***,***,***,"	865248532553146371",个人信息,25-34岁,男,学士学位,全职工作,少于￥50000,单身从未结婚,无,"	865248533438144513",其他测试,中立,低质量,低质量,低质量,高质量,高质量,高质量,低质量,低质量,无区别,图片2,图片2,无区别,"	865248534461554690",记忆测试,见过,未见过,见过,见过,见过,未见过,见过,未见过,见过,见过,见过,未见过,见过,未见过,见过,见过,"	865248535963115521",支付意愿评估,12,10,10,10,"	865248536340602882",图片展示和支付意愿,10,10,10,10,12,10,10,10
132,***,***,***,***,***,***,"	865248532553146371",个人信息,18-24岁,男,学士学位,全职工作,￥200000到￥500000,单身从未结婚,无,"	865248533438144513",其他测试,中立,低质量,低质量,中质量,低质量,中质量,中质量,中质量,中质量,图片2,图片2,图片2,无区别,"	865248534461554690",记忆测试,未见过,未见过,见过,见过,见过,见过,见过,未见过,见过,见过,未见过,未见过,见过,未见过,未见过,未见过,"	865248535963115521",支付意愿评估,50,22,22,21,"	865248536340602882",图片展示和支付意愿,30,50,30,5,40,10,10,5
133,***,***,***,***,***,***,"	865248532553146371",个人信息,18-24岁,女,学士学位,学生,￥1000000或以上,单身从未结婚,无,"	865248533438144513",其他测试,中立,低质量,低质量,中质量,低质量,中质量,中质量,中质量,中质量,图片1,图片2,图片2,图片1,"	865248534461554690",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,见过,见过,见过,见过,未见过,见过,见过,"	865248535963115521",支付意愿评估,50,20,30,50,"	865248536340602882",图片展示和支付意愿,20,40,40,25,10,10,30,20
134,***,***,***,***,***,***,"	865248532553146371",个人信息,25-34岁,男,高中毕业或同等学历,全职工作,少于￥50000,单身从未结婚,无,"	865248533438144513",其他测试,正面,中质量,中质量,中质量,中质量,中质量,中质量,中质量,中质量,图片2,图片2,图片2,图片2,"	865248534461554690",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,未见过,见过,未见过,未见过,见过,未见过,"	865248535963115521",支付意愿评估,26,32,26,32,"	865248536340602882",图片展示和支付意愿,25,21,44,19,35,14,41,13
135,***,***,***,***,***,***,"	865248532553146371",个人信息,35-44岁,女,硕士学位,兼职工作,￥100000到￥200000,已婚,1个,"	865248533438144513",其他测试,正面,中质量,低质量,低质量,中质量,低质量,低质量,低质量,低质量,无区别,图片1,图片1,图片2,"	865248534461554690",记忆测试,见过,未见过,未见过,未见过,见过,未见过,未见过,见过,未见过,见过,未见过,见过,见过,未见过,见过,未见过,"	865248535963115521",支付意愿评估,26,32,21,29,"	865248536340602882",图片展示和支付意愿,36,24,48,16,48,22,40,18
136,***,***,***,***,***,***,"	865248532553146371",个人信息,25-34岁,男,学士学位,全职工作,￥50000到￥100000,已婚,无,"	865248533438144513",其他测试,正面,中质量,低质量,中质量,中质量,低质量,中质量,中质量,中质量,图片2,图片1,图片1,图片2,"	865248534461554690",记忆测试,见过,未见过,未见过,未见过,未见过,见过,未见过,未见过,未见过,见过,未见过,见过,见过,未见过,未见过,未见过,"	865248535963115521",支付意愿评估,45,47,41,39,"	865248536340602882",图片展示和支付意愿,39,20,48,11,39,30,43,16
137,***,***,***,***,***,***,"	865248532553146371",个人信息,35-44岁,男,高中毕业或同等学历,兼职工作,￥50000到￥100000,已婚,2个,"	865248533438144513",其他测试,非常正面,中质量,中质量,中质量,中质量,中质量,中质量,中质量,中质量,图片2,图片1,无区别,无区别,"	865248534461554690",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,未见过,见过,见过,见过,见过,未见过,"	865248535963115521",支付意愿评估,36,41,47,41,"	865248536340602882",图片展示和支付意愿,18,18,40,15,24,24,41,20
138,***,***,***,***,***,***,"	865248532553146371",个人信息,35-44岁,女,学士学位,兼职工作,￥100000到￥200000,已婚,2个,"	865248533438144513",其他测试,中立,低质量,低质量,低质量,低质量,低质量,低质量,低质量,低质量,图片2,图片2,图片2,图片2,"	865248534461554690",记忆测试,见过,未见过,未见过,见过,未见过,未见过,未见过,未见过,未见过,见过,未见过,未见过,见过,未见过,见过,未见过,"	865248535963115521",支付意愿评估,32,43,40,37,"	865248536340602882",图片展示和支付意愿,43,17,25,19,47,19,42,13
139,***,***,***,***,***,***,"	865248532553146371",个人信息,45-54岁,女,学士学位,兼职工作,￥100000到￥200000,已婚,1个,"	865248533438144513",其他测试,中立,中质量,低质量,中质量,中质量,低质量,中质量,中质量,中质量,无区别,图片2,图片2,图片2,"	865248534461554690",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,未见过,见过,见过,未见过,见过,见过,"	865248535963115521",支付意愿评估,36,43,47,49,"	865248536340602882",图片展示和支付意愿,41,21,41,10,36,24,43,36
140,***,***,***,***,***,***,"	865248532553146371",个人信息,18-24岁,女,高中毕业或同等学历,自由职业,￥50000到￥100000,已婚,2个,"	865248533438144513",其他测试,正面,中质量,中质量,中质量,中质量,中质量,中质量,中质量,中质量,无区别,图片1,图片2,无区别,"	865248534461554690",记忆测试,见过,未见过,未见过,未见过,未见过,见过,未见过,未见过,未见过,见过,见过,见过,见过,未见过,见过,未见过,"	865248535963115521",支付意愿评估,44,49,44,44,"	865248536340602882",图片展示和支付意愿,42,24,45,19,42,15,40,19
141,***,***,***,***,***,***,"	865248532553146371",个人信息,35-44岁,女,高中毕业或同等学历,全职工作,￥100000到￥200000,已婚,1个,"	865248533438144513",其他测试,正面,低质量,低质量,低质量,低质量,低质量,低质量,低质量,低质量,图片1,无区别,图片2,图片2,"	865248534461554690",记忆测试,见过,未见过,未见过,未见过,见过,未见过,未见过,未见过,未见过,见过,未见过,见过,见过,未见过,见过,未见过,"	865248535963115521",支付意愿评估,41,41,45,42,"	865248536340602882",图片展示和支付意愿,36,24,27,18,37,19,41,14
142,***,***,***,***,***,***,"	865248532553146371",个人信息,35-44岁,男,硕士学位,全职工作,￥200000到￥500000,已婚,2个,"	865248533438144513",其他测试,中立,中质量,低质量,中质量,中质量,低质量,中质量,中质量,中质量,图片2,图片2,无区别,无区别,"	865248534461554690",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,见过,未见过,未见过,见过,未见过,见过,见过,未见过,见过,未见过,"	865248535963115521",支付意愿评估,42,47,45,43,"	865248536340602882",图片展示和支付意愿,44,12,48,12,49,20,42,19
143,***,***,***,***,***,***,"	865248532553146371",个人信息,25-34岁,女,高中以下,全职工作,少于￥50000,单身从未结婚,无,"	865248533438144513",其他测试,中立,中质量,中质量,中质量,中质量,中质量,中质量,中质量,中质量,无区别,图片2,图片2,图片2,"	865248534461554690",记忆测试,见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,未见过,见过,未见过,见过,见过,未见过,见过,未见过,"	865248535963115521",支付意愿评估,35,38,47,45,"	865248536340602882",图片展示和支付意愿,36,12,40,16,40,15,40,13
